hold_days,stop_loss_frac,entry_threshold,total_return_pct,sharpe,max_drawdown_pct,hit_rate_pct,entries,exits,avg_days_held,stop_loss_exit_count
10,0.2,0.001,-6.14538460912013,-2.4103010702512706,-9.149716241109376,2.1061050386563585,42,42,6.142857142857143,26
10,0.3,,-31.80776289195696,-1.0814579082988143,-38.36719431414599,10.530525193281791,188,188,6.430851063829787,106
10,0.3,0.0,-22.404650913563017,-1.9411781204261331,-26.137992612068512,5.091975473207145,104,104,5.836538461538462,66
10,0.3,0.0005,-14.6610047008215,-2.5172985371307037,-18.576991320446933,3.6523593708344437,79,79,5.7594936708860756,51
10,0.3,0.001,-6.879532124195132,-2.432168515328063,-9.798618382134942,2.2127432684617436,42,42,6.476190476190476,25
10,0.4,,-34.627939671164974,-1.0645732034664612,-41.13503816793403,11.170354572114102,187,187,6.839572192513369,99
10,0.4,0.0,-21.64986384719201,-1.9154505753612983,-26.263321502083244,5.411890162623301,103,103,6.194174757281553,62
10,0.4,0.0005,-13.91787766683451,-2.4795060547610035,-18.539662759895094,3.812316715542522,78,78,6.076923076923077,48
10,0.4,0.001,-7.203175413303131,-2.442594959720425,-9.883811660173945,2.2127432684617436,42,42,6.571428571428571,24
11,,,-15.583826060144002,-1.3242556344257421,-21.695071003149913,14.396161023727005,143,143,11.0,0
11,,0.0,-24.06045144215324,-1.793507763772266,-28.39030345382701,8.66435617168755,88,88,11.0,0
11,,0.0005,-24.98735092822023,-1.9233290789945126,-28.467014024297278,6.158357771260997,66,66,11.0,0
11,,0.001,-7.487955485672382,-2.4879655036796797,-10.088727955522538,3.5723806984804054,38,38,11.0,0
11,0.1,,-34.320643924440155,-1.06603444744029,-39.98725567693463,10.237270061316982,207,207,5.714975845410628,143
11,0.1,0.0,-25.816141104154987,-1.8210961608815817,-28.930878990256918,5.038656358304452,111,111,5.324324324324325,80
11,0.1,0.0005,-19.060273186970488,-2.2050326931342124,-22.385959145587726,3.3591042388696346,82,82,5.146341463414634,60
11,0.1,0.001,-8.672672162494132,-2.5706946618666087,-11.241187392645852,2.0261263663023192,43,43,5.813953488372093,31
11,0.2,,-36.57737811125944,-1.0666348037710551,-43.1668652534001,10.850439882697946,187,187,6.518716577540107,116
11,0.2,0.0,-25.487150000813507,-1.7836682025304802,-28.534090885559483,5.3319114902692615,107,107,5.738317757009346,73
11,0.2,0.0005,-19.275206002109478,-2.156772649802853,-22.588790609629395,3.7589976006398294,80,80,5.6625,55
11,0.2,0.001,-7.234682098301127,-2.420806628272109,-9.77634747469913,2.319381498267129,42,42,6.523809523809524,28
11,0.3,,-38.15230498754395,-1.0820204700683798,-43.83434099789577,11.143695014662756,186,186,6.801075268817204,112
